UID,Province,1/1/1964,1/1/1965,1/1/1966,1/1/1967,1/1/1968,1/1/1969,1/1/1970,1/1/1971,1/1/1972,1/1/1973,1/1/1974,1/1/1975,1/1/1976,1/1/1977,1/1/1978,1/1/1979,1/1/1980,1/1/1981,1/1/1982,1/1/1983,1/1/1984,1/1/1985,1/1/1986,1/1/1987,1/1/1988,1/1/1989,1/1/1990,1/1/1991,1/1/1992,1/1/1993,1/1/1994,1/1/1995,1/1/1996,1/1/1997,1/1/1998,1/1/1999,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,1/1/2017,1/1/2018,1/1/2019,1/1/2020
1011,DKI JAKARTA,4899.14,3359.31,4543.93,3249.47,2337.77,3108.15,3584.892,3061.634,3438.376,3415.118,3108.13999999999,4031.398,3888.69007142857,4028.24680952381,4167.80354761905,4307.36028571428,4446.91702380952,4586.47376190476,4726.0305,4865.58723809523,5005.14397619047,5144.70071428571,5284.25745238095,5423.81419047618,5563.37092857142,5702.92766666666,5842.4844047619,5982.04114285713,6121.59788095237,6261.15461904761,6400.71135714285,6540.26809523808,6679.82483333332,6819.38157142856,6958.9383095238,7098.49504761903,7238.05178571427,7377.60852380951,7517.16526190475,7656.72199999998,7796.27873809522,7935.83547619046,8075.3922142857,8214.94895238093,8354.50569047617,8494.06242857141,8633.61916666665,8773.17590476188,8912.73264285712,9052.28938095236,9191.8461190476,9331.40285714283,9470.95959523807,9610.51633333331,9750.07307142855,9889.62980952378,10029.186547619
1012,JAWA BARAT,9647358.75,9084957.22,9016772.58,9113573.08,9433723,9604973.30666667,9499814.67,9578928.66222223,9611974.49722223,9645020.33222223,9678066.16722223,9680486.85,9703324.30092593,9721057.55981481,9738790.81870369,9756524.07759258,9774257.33648146,9791990.59537035,9809723.85425923,9827457.11314812,9845190.372037,9862923.63092588,9880656.88981477,9898390.14870365,9916123.40759254,9933856.66648142,9951589.92537031,9969323.18425919,9987056.44314808,10004789.702037,10022522.9609258,10040256.2198147,10057989.4787036,10075722.7375925,10093455.9964814,10111189.2553703,10128922.5142592,10146655.773148,10164389.0320369,10182122.2909258,10199855.5498147,10217588.8087036,10235322.0675925,10253055.3264813,10270788.5853702,10288521.8442591,10306255.103148,10323988.3620369,10341721.6209258,10359454.8798146,10377188.1387035,10394921.3975924,10412654.6564813,10430387.9153702,10448121.1742591,10465854.433148,10483587.6920368
1013,JAWA TENGAH,10499588.23,9655653.98,9489164.62,9618656.81,9356445,9426916.639,9275599.312,9179729.2265,9329931.55,9206337.84375,9365274.824,9432946.461,9561461.66016667,9674765.96879167,9788070.27741667,9901374.58604166,10014678.8946667,10127983.2032917,10241287.5119167,10354591.8205418,10467896.1291669,10581200.4377919,10694504.7464169,10807809.055042,10921113.363667,11034417.6722921,11147721.9809171,11261026.2895421,11374330.5981672,11487634.9067922,11600939.2154173,11714243.5240423,11827547.8326673,11940852.1412924,12054156.4499174,12167460.7585425,12280765.0671675,12394069.3757925,12507373.6844176,12620677.9930426,12733982.3016677,12847286.6102927,12960590.9189178,13073895.2275428,13187199.5361678,13300503.8447929,13413808.1534179,13527112.462043,13640416.770668,13753721.079293,13867025.3879181,13980329.6965431,14093634.0051682,14206938.3137932,14320242.6224182,14433546.9310433,14546851.2396683
1014,DI YOGYAKARTA,514935.49,533477.4,523395.95,556531.03,561699.5,572982.369,584640.534,596298.699,607956.864,619615.029,631273.194,642931.359,654589.524,666247.689,677905.854,689564.019,701222.184,712880.349,724538.514,736196.679,747854.844,759513.009,771171.174,782829.339,794487.504,806145.669,817803.834,829461.999,841120.164,852778.329,864436.494,876094.659,887752.824,899410.989,911069.154,922727.319,934385.484,946043.649,957701.814,969359.979,981018.144,992676.309,1004334.474,1015992.639,1027650.804,1039308.969,1050967.134,1062625.299,1074283.464,1085941.629,1097599.794,1109257.959,1120916.124,1132574.289,1144232.454,1155890.619,1167548.784
1015,JAWA TIMUR,10203213.17,9580933.88,9944538.26,9789587.67,9526516,9465535.631,9351061.576,9336587.521,9422113.466,9440972.74433333,9476498.68933333,9512024.63433333,9547550.57933333,9583076.52433333,9618602.46933333,9654128.41433333,9689654.35933333,9725180.30433333,9760706.24933333,9796232.19433333,9831758.13933333,9867284.08433333,9902810.02933333,9938335.97433333,9973861.91933334,10009387.8643333,10044913.8093333,10080439.7543333,10115965.6993333,10151491.6443333,10187017.5893333,10222543.5343333,10258069.4793333,10293595.4243333,10329121.3693333,10364647.3143333,10400173.2593333,10435699.2043333,10471225.1493333,10506751.0943333,10542277.0393333,10577802.9843333,10613328.9293333,10648854.8743333,10684380.8193333,10719906.7643333,10755432.7093333,10790958.6543333,10826484.5993333,10862010.5443333,10897536.4893333,10933062.4343333,10968588.3793333,11004114.3243333,11039640.2693333,11075166.2143333,11110692.1593333
1016,BANTEN,1687783.3,1470503.35,1655170.09,1603247,1788583,1741360.263,1774794.568,1808228.873,1841663.178,1875097.483,1908531.788,1941966.093,1975400.398,2008834.703,2042269.008,2075703.313,2109137.618,2142571.923,2176006.228,2209440.533,2242874.838,2276309.143,2309743.448,2343177.753,2376612.058,2410046.363,2443480.668,2476914.973,2510349.278,2543783.583,2577217.888,2610652.193,2644086.498,2677520.803,2710955.108,2744389.413,2777823.718,2811258.023,2844692.328,2878126.633,2911560.938,2944995.243,2978429.548,3011863.853,3045298.158,3078732.463,3112166.768,3145601.073,3179035.378,3212469.683,3245903.988,3279338.293,3312772.598,3346206.903,3379641.208,3413075.513,3446509.818
1017,BALI,667069.06,579320.53,532168.45,618910.81,680601.6,635610.698,642276.234,648941.77,655607.306,662272.842,668938.378,675603.914,682269.45,688934.986,695600.522,702266.058,708931.594,715597.13,722262.666,728928.202,735593.738,742259.274,748924.81,755590.346,762255.882,768921.418,775586.954,782252.49,788918.026,795583.562,802249.098,808914.634,815580.17,822245.705999999,828911.241999999,835576.777999999,842242.313999999,848907.849999999,855573.385999999,862238.921999999,868904.457999999,875569.993999999,882235.529999999,888901.065999999,895566.601999999,902232.137999999,908897.673999999,915563.209999999,922228.745999999,928894.281999999,935559.817999999,942225.353999999,948890.889999999,955556.425999999,962221.961999999,968887.497999999,975553.033999999
1018,NUSA TENGGARA BARAT,1460338.81,1402182.39,1317189.81,1419559.84,1452945,1411220.119,1411479.102,1411738.085,1411997.068,1412256.051,1412515.034,1412774.017,1413033,1413291.983,1413550.966,1413809.949,1414068.932,1414327.915,1414586.898,1414845.881,1415104.864,1415363.847,1415622.83,1415881.813,1416140.796,1416399.779,1416658.762,1416917.745,1417176.728,1417435.711,1417694.694,1417953.677,1418212.66,1418471.643,1418730.626,1418989.609,1419248.592,1419507.575,1419766.558,1420025.541,1420284.524,1420543.507,1420802.49,1421061.473,1421320.456,1421579.439,1421838.422,1422097.405,1422356.388,1422615.371,1422874.354,1423133.337,1423392.32,1423651.303,1423910.286,1424169.269,1424428.252
1019,NUSA TENGGARA TIMUR,899935.88,811724.18,725024.3,731877.74,756049.9,780222.06,804394.22,828566.38,852738.54,876910.7,901082.86,925255.02,949427.18,973599.34,997771.5,1021943.66,952074.413333333,1031943.66,1011987.24444444,1016987.24444444,1021987.24444444,1026987.24444444,1031987.24444444,1036987.24444444,1041987.24444444,1046987.24444444,1051987.24444444,1056987.24444444,1061987.24444444,1066987.24444444,1071987.24444444,1076987.24444444,1081987.24444444,1086987.24444444,1091987.24444444,1096987.24444444,1101987.24444444,1106987.24444444,1111987.24444444,1116987.24444444,1121987.24444444,1126987.24444444,1131987.24444444,1136987.24444444,1141987.24444444,1146987.24444444,1151987.24444444,1156987.24444444,1161987.24444444,1166987.24444444,1171987.24444444,1176987.24444444,1181987.24444444,1186987.24444444,1191987.24444444,1196987.24444444,1201987.24444444
1020,KALIMANTAN BARAT,799715.21,847875.13,778170.36,711898.01,731225.8,691890.12,664594.526,672298.932,664003.338,654207.744,646612.15,639016.556,631420.962,623825.368,616229.774,608634.18,601038.586,593442.992,637047.398,646518.470666667,664522.876666667,682527.282666667,700531.688666667,718536.094666667,736540.500666667,754544.906666667,772549.312666667,790553.718666667,808558.124666667,826562.530666667,844566.936666667,862571.342666667,880575.748666667,898580.154666667,916584.560666667,934588.966666667,952593.372666667,970597.778666667,988602.184666667,1006606.59066667,1024610.99666667,1042615.40266667,1060619.80866667,1078624.21466667,1096628.62066667,1114633.02666667,1132637.43266667,1150641.83866667,1168646.24466667,1186650.65066667,1204655.05666667,1222659.46266667,1240663.86866667,1258668.27466667,1276672.68066667,1294677.08666667,1312681.49266667
1021,KALIMANTAN TENGAH,514769.05,443561.33,457952,381189.55,343918.8,307056.462,316549.234,326042.006,335534.778,345027.55,354520.322,364013.094,373505.866,382998.638,392491.41,401984.182,411476.954,420969.726,430462.498,439955.27,449448.042,458940.814,468433.586,477926.358,487419.13,496911.902,506404.674,515897.446,525390.218,534882.99,544375.762,553868.534,563361.306,572854.078,582346.85,591839.622,601332.394,610825.166,620317.938,629810.71,639303.482,648796.254,658289.026,667781.798,677274.57,686767.342,696260.114,705752.886,715245.658,724738.43,734231.202,743723.974,753216.746,762709.518,772202.29,781695.062,791187.834
1022,KALIMANTAN SELATAN,1327492.41,1342861.82,1150306.66,1016313.55,1019419.2,1018470.321,1014200.852,1019931.383,1015661.914,1011392.445,1017122.97599999,1017146.493,1011415.962,1015685.431,1029954.9,1025396.61206667,1027761.44375238,1030126.2754381,1032491.10712381,1034855.93880953,1037220.77049524,1039585.60218096,1041950.43386667,1044315.26555239,1046680.0972381,1049044.92892382,1051409.76060953,1053774.59229525,1056139.42398097,1058504.25566668,1060869.0873524,1063233.91903811,1065598.75072383,1067963.58240954,1070328.41409526,1072693.24578097,1075058.07746669,1077422.9091524,1079787.74083812,1082152.57252383,1084517.40420955,1086882.23589526,1089247.06758098,1091611.89926669,1093976.73095241,1096341.56263812,1098706.39432384,1101071.22600955,1103436.05769527,1105800.88938098,1108165.7210667,1110530.55275241,1112895.38443813,1115260.21612384,1117625.04780956,1119989.87949527,1122354.71118099
1023,KALIMANTAN TIMUR,262773.88,253818.37,262434.52,244677.96,239425.3,235874.735,236290.978,234062.682333333,232495.521333333,235928.360333333,236027.866,236960.705,237893.544,238826.383,239759.222,240692.061,241624.9,242557.739,243490.578,244423.417,245356.256,246289.095,247221.934,248154.773,249087.612,250020.451,250953.29,251886.128999999,252818.967999999,253751.806999999,254684.645999999,255617.484999999,256550.323999999,257483.162999999,258416.001999999,259348.840999999,260281.679999999,261214.518999999,262147.357999999,263080.196999999,264013.035999999,264945.874999999,265878.713999999,266811.552999999,267744.391999999,268677.230999999,269610.069999999,270542.908999999,271475.747999999,272408.586999999,273341.425999999,274274.264999999,275207.103999999,276139.942999999,277072.781999999,278005.620999999,278938.459999999
1024,KALIMANTAN UTARA,45063.53,33357.19,33574.28,29967.31,30533.59,31099.87,31666.15,32232.43,32798.71,33364.99,33931.27,34497.55,35063.83,35630.11,36196.39,36762.67,37328.95,37895.23,38461.51,39027.79,39594.07,40160.35,40726.63,41292.91,41859.19,42425.47,42991.75,43558.03,44124.31,44690.59,45256.87,45823.15,46389.43,46955.71,47521.99,48088.27,48654.55,49220.83,49787.11,50353.39,50919.67,51485.95,52052.23,52618.51,53184.79,53751.07,54317.3499999999,54883.6299999999,55449.9099999999,56016.1899999999,56582.4699999999,57148.7499999999,57715.0299999999,58281.3099999999,58847.5899999999,59413.8699999999,59980.1499999999
1025,SULAWESI UTARA,326929.74,277776.31,248879.48,232884.76,243730.3,236682.333333333,234107.743333333,231533.153333333,228958.563333333,228136.817,229007.774,229878.731,230749.688,231620.645,232491.602,233362.559,234233.516,235104.473,235975.43,236846.387,237717.344,238588.301,239459.258,240330.215,241201.172,242072.129,242943.086,243814.043,244685,245555.957,246426.914,247297.871,248168.828,249039.785,249910.742,250781.699,251652.656,252523.613,253394.57,254265.527,255136.484,256007.441,256878.398,257749.355,258620.312,259491.269,260362.226,261233.183,262104.14,262975.097,263846.054,264717.011,265587.968,266458.925,267329.882,268200.839,269071.796
1026,SULAWESI TENGAH,926978.66,844904.3,792248.84,867012.77,744408.7,732201.219,727898.074,863594.929,855339.616,890665.1702,925990.7244,906382.349,922079.204,942096.178253333,933472.914,939169.769,944866.624,949131.467074667,953396.310149333,957661.153224,961925.996298667,966190.839373333,970455.682448,974720.525522667,978985.368597333,983250.211672,987515.054746667,991779.897821333,996044.740896,1000309.58397067,1004574.42704533,1008839.27012,1013104.11319467,1017368.95626933,1021633.799344,1025898.64241867,1030163.48549333,1034428.328568,1038693.17164267,1042958.01471733,1047222.857792,1051487.70086667,1055752.54394133,1060017.387016,1064282.23009067,1068547.07316533,1072811.91624,1077076.75931467,1081341.60238933,1085606.445464,1089871.28853867,1094136.13161333,1098400.974688,1102665.81776267,1106930.66083733,1111195.503912,1115460.34698667
1027,SULAWESI SELATAN,5952616.45,5054166.96,4708464.97,5090637.23,5360169,5388683.533,5373841.07,5358998.607,5444156.144,5429313.681,5444471.218,5459628.755,5474786.292,5489943.829,5505101.366,5520258.903,5535416.44,5550573.977,5565731.514,5580889.051,5596046.588,5611204.125,5626361.662,5641519.199,5656676.736,5671834.273,5686991.81,5702149.347,5717306.884,5732464.421,5747621.958,5762779.495,5777937.032,5793094.569,5808252.106,5823409.643,5838567.18,5853724.717,5868882.254,5884039.791,5899197.328,5914354.865,5929512.402,5944669.939,5959827.476,5974985.013,5990142.55,6005300.087,6020457.624,6035615.16100001,6050772.69800001,6065930.23500001,6081087.77200001,6096245.30900001,6111402.84600001,6126560.38300001,6141717.92000001
1028,SULAWESI TENGGARA,538876.14,519706.93,532773.49,530029.08,478958,517214.489,476263.076,505311.663,503964.201,507775.1586,511586.1162,515397.0738,519208.0314,523018.989,526829.9466,530640.9042,534451.8618,538262.8194,542073.777,545884.7346,549695.6922,553506.6498,557317.6074,561128.565,564939.5226,568750.4802,572561.4378,576372.3954,580183.353,583994.3106,587805.2682,591616.2258,595427.1834,599238.141,603049.0986,606860.0562,610671.0138,614481.9714,618292.929,622103.8866,625914.8442,629725.8018,633536.7594,637347.717,641158.6746,644969.6322,648780.5898,652591.5474,656402.505,660213.4626,664024.4202,667835.3778,671646.3354,675457.293,679268.2506,683079.2082,686890.1658
1029,GORONTALO,269540.4,231211.11,227627.2,234392.86,240134.5,241725.375,245078.958,248432.541,251786.124,255139.707,258493.29,261846.873,265200.456,268554.039,271907.622,275261.205,278614.788,281968.371,285321.954,288675.537,292029.12,295382.703,298736.286,302089.869,305443.452,308797.035,312150.618,315504.201,318857.784,322211.367,325564.95,328918.533,332272.116,335625.699,338979.282,342332.865,345686.448,349040.031,352393.614,355747.197,359100.78,362454.363,365807.946,369161.529,372515.112,375868.695,379222.278,382575.861,385929.444,389283.027,392636.61,395990.193,399343.776,402697.359,406050.942,409404.525,412758.108
1030,SULAWESI BARAT,316478.37,300142.22,345050.37,311072.46,353513.3,350751.374,359251.384,367751.394,376251.404,384751.414,393251.424,401751.434,410251.444,418751.454,427251.464,435751.474,444251.484,452751.494,461251.504,469751.514,478251.524,486751.534,495251.544,503751.554,512251.564,520751.574,529251.584,537751.594,546251.604,554751.614,563251.624,571751.634,580251.644,588751.654,597251.664,605751.674,614251.684,622751.694,631251.704,639751.714,648251.724,656751.734,665251.744,673751.754,682251.764,690751.774,699251.784,707751.794,716251.804,724751.814,733251.824,741751.834,750251.844,758751.854,767251.864,775751.874,784251.884
1031,MALUKU,116228.86,98254.75,110447.3,116803.67,92601.06,98255.124,95384.456,92513.788,106643.12,96772.452,102901.784,103031.116,103160.448,103289.78,103419.112,103548.444,103677.776,103807.108,103936.44,104065.772,104195.104,104324.436,104453.768,104583.1,104712.432,104841.764,104971.096,105100.428,105229.76,105359.092,105488.424,105617.756,105747.088,105876.42,106005.752,106135.084,106264.416,106393.748,106523.08,106652.412,106781.744,106911.076,107040.408,107169.74,107299.072,107428.404,107557.736,107687.068,107816.4,107945.732,108075.064,108204.396,108333.728,108463.06,108592.392,108721.724,108851.056
1032,MALUKU UTARA,49047.11,37945.64,43382.85,28050.8,24486.03,18877.386,12975.686,13453.86,1172.286,929.414,1631.114,1532.814,1434.514,1336.214,1237.914,2139.614,2041.314,3943.014,3844.714,4746.414,4648.114,4549.814,4451.514,4353.214,5254.914,5156.614,5558.314,5960.014,5716.23631746029,6819.23128516689,7922.22625287358,9025.22122058019,10128.2161882868,11231.2111559934,12334.2061237,13437.2010914067,14540.1960591133,15643.1910268199,16746.1859945265,17849.1809622332,18952.1759299398,20055.1708976464,21158.165865353,22261.1608330596,23364.1558007663,24467.1507684729,25570.1457361795,26673.1407038861,27776.1356715928,28879.1306392994,29982.125607006,31085.1205747126,32188.1155424192,33291.1105101259,34394.1054778325,35497.1004455391,36600.0954132457
1033,PAPUA BARAT,24967.13,29943.56,24378.33,26926.93,23963.92,24529.059,25094.198,25659.337,23022.144,22519.839,22617.534,22715.229,22812.924,22910.619,22608.314,22665.009,22749.0373333333,22826.2323333333,22903.4273333333,22980.6223333333,23057.8173333333,23135.0123333333,23212.2073333333,23289.4023333332,23366.5973333332,23443.7923333332,23520.9873333332,23598.1823333332,23675.3773333332,23752.5723333332,23829.7673333332,23906.9623333332,23984.1573333332,24061.3523333331,24138.5473333331,24215.7423333331,24292.9373333331,24370.1323333331,24447.3273333331,24524.5223333331,24601.7173333331,24678.9123333331,24756.1073333331,24833.3023333331,24910.497333333,24987.692333333,25064.887333333,25142.082333333,25219.277333333,25296.472333333,25373.667333333,25450.862333333,25528.057333333,25605.252333333,25682.447333333,25759.6423333329,25836.8373333329
1034,PAPUA,223119.42,235339.51,166002.3,286279.8,193943.5,218713.441,243483.382,268253.323,268489.976,268726.629,268963.282,269199.935,269436.588,269673.241,269909.894,270146.547,270383.2,270619.853,270856.506000001,271093.159000001,271329.812000001,271566.465000001,271803.118000001,272039.771000001,272276.424000001,272513.077000001,272749.730000001,272986.383000001,273223.036000001,273459.689000001,273696.342000001,273932.995000001,274169.648000001,274406.301000001,274642.954000001,274879.607000001,275116.260000001,275352.913000001,275589.566000002,275826.219000002,276062.872000002,276299.525000002,276536.178000002,276772.831000002,277009.484000002,277246.137000002,277482.790000002,277719.443000002,277956.096000002,278192.749000002,278429.402000002,278666.055000002,278902.708000002,279139.361000002,279376.014000002,279612.667000002,279849.320000002
